년월일,호기,총량(kw),평균(kw),최대(kw),최소(kw),"최대(시간별, kw)","최소(시간별, kw)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2013-01-20,1,109.989,5,19.089,0,19.089,0.325,0,0,0,0,0,0,0,0,1.747,7.313,16.452,15.336,18.67,19.089,16.762,10.449,3.846,0.325,0,0,0,0,0,0
2013-01-21,1,12.591,1,3.035,0,3.035,0.118,0,0,0,0,0,0,0,0,0.118,0.878,0.948,1.813,1.776,2.905,3.035,0.827,0.291,0,0,0,0,0,0,0
2013-01-22,1,41.021,2,8.262,0,8.262,0.056,0,0,0,0,0,0,0,0,0.54,3.342,7.428,8.262,6.429,5.574,4.853,3.059,1.478,0.056,0,0,0,0,0,0
2013-01-23,1,25.119,1,6.283,0,6.283,0.327,0,0,0,0,0,0,0,0,0.872,2.273,3.406,5.852,6.283,3.43,2.072,0.604,0.327,0,0,0,0,0,0,0
2013-01-24,1,35.009,1,6.851,0,6.851,0.001,0,0,0,0,0,0,0,0,0.094,3.361,6.851,6.206,4.149,4.189,4.16,4.832,1.166,0.001,0,0,0,0,0,0
2013-01-25,1,238.752,10,39.949,0,39.949,0.017,0,0,0,0,0,0,0,0.017,5.642,21.357,30.782,37.077,39.949,39.148,35.273,27.604,1.686,0.217,0,0,0,0,0,0
2013-01-26,1,232.299,10,38.892,0,38.892,0.037,0,0,0,0,0,0,0,0.037,5.958,21.534,30.145,36.096,38.892,37.73,33.694,25.655,2.244,0.314,0,0,0,0,0,0
2013-01-27,1,173.879,7,32.396,0,32.396,0.04,0,0,0,0,0,0,0,0.04,5.125,18.967,28.43,32.396,32.269,26.126,16.54,10.297,3.199,0.49,0,0,0,0,0,0
2013-01-28,1,202.067,8,36.005,0,36.005,0.033,0,0,0,0,0,0,0,0.033,3.085,11.611,28.721,34.68,36.005,32.123,30.85,20.749,4.01,0.2,0,0,0,0,0,0
2013-01-29,1,40.036,2,8.698,0,8.698,0.002,0,0,0,0,0,0,0,0.002,1.358,4.805,8.567,7.691,8.698,4.46,2.851,1.337,0.267,0,0,0,0,0,0,0
2013-01-30,1,95.37,4,19.359,0,19.359,0.384,0,0,0,0,0,0,0,0,0.384,2.984,8.34,10.666,15.794,19.359,18.456,13.967,4.973,0.447,0,0,0,0,0,0
2013-01-31,1,143.737,6,29.634,0,29.634,0.689,0,0,0,0,0,0,0,0,0.689,2.874,9.542,26.531,29.634,27.733,24.628,16.086,5.326,0.694,0,0,0,0,0,0
2013-02-01,1,7.138,0,1.529,0,1.529,0.016,0,0,0,0,0,0,0,0,0.017,0.613,1.419,1.529,1.347,1.128,0.732,0.058,0.279,0.016,0,0,0,0,0,0
2013-02-02,1,163.026,7,34.694,0,34.694,0.006,0,0,0,0,0,0,0,0.006,1.933,4.805,9.022,19.17,29.51,34.694,32.751,24.819,5.668,0.648,0,0,0,0,0,0
2013-02-03,1,64.07,3,16.041,0,16.041,0.147,0,0,0,0,0,0,0,0.147,4.067,9.225,11.438,9.23,16.041,8.547,2.816,2.205,0.354,0,0,0,0,0,0,0
2013-02-04,1,62.386,3,16.218,0,16.218,0.045,0,0,0,0,0,0,0,0,0,0.045,0.187,5.159,11.191,12.741,9.364,16.218,6.033,1.448,0,0,0,0,0,0
2013-02-05,1,24.342,1,5.015,0,5.015,0.013,0,0,0,0,0,0,0,0.013,1.435,3.405,4.787,5.015,4.547,2.469,2.371,0.3,0,0,0,0,0,0,0,0
2013-02-06,1,40.715,2,12.184,0,12.184,0.485,0,0,0,0,0,0,0,0,0,0,0,0.521,1.421,6.465,12.184,11.62,8.019,0.485,0,0,0,0,0,0
2013-02-07,1,243.122,10,41.3,0,41.3,0.107,0,0,0,0,0,0,0,0.107,7.321,23.088,31.977,37.472,38.271,41.3,35.138,19.824,7.719,0.905,0,0,0,0,0,0
2013-02-08,1,253.235,11,40.686,0,40.686,0.43,0,0,0,0,0,0,0,0.43,8.438,23.097,33.127,39.197,40.686,39.862,34.284,23.524,9.89,0.7,0,0,0,0,0,0
2013-02-09,1,215.551,9,34.604,0,34.604,0.206,0,0,0,0,0,0,0,0.206,6.226,20.111,30.837,34.604,27.174,27.444,31.797,26.397,9.867,0.888,0,0,0,0,0,0
2013-02-10,1,142.817,6,34.063,0,34.063,0.001,0,0,0,0,0,0,0,0.001,1.204,5.387,10.847,19.211,23.459,34.063,21.44,18.463,7.641,1.101,0,0,0,0,0,0
2013-02-11,1,236.859,10,37.421,0,37.421,0.21,0,0,0,0,0,0,0,0.21,7.62,22.124,32.047,37.421,29.883,34.955,32.143,27.969,11.457,1.03,0,0,0,0,0,0
2013-02-12,1,72.913,3,11.881,0,11.881,0.121,0,0,0,0,0,0,0,0.121,2.921,6.842,7.99,9.893,7.088,10.145,11.881,11.43,3.815,0.787,0,0,0,0,0,0
2013-02-13,1,249.65,10,39.328,0,39.328,0.109,0,0,0,0,0,0,0,0.109,3.251,21.961,32.378,37.467,39.328,37.737,34.391,28.38,13.292,1.356,0,0,0,0,0,0
2013-02-14,1,200.414,8,32.581,0,32.581,0.142,0,0,0,0,0,0,0,0.142,6.377,17.414,26.341,29.727,30.101,32.581,26.335,20.157,9.737,1.502,0,0,0,0,0,0
2013-02-15,1,229.493,10,39.634,0,39.634,0.403,0,0,0,0,0,0,0,0.403,3.413,14.043,28.204,30.026,39.634,33.622,35.2,28.7,15.387,0.861,0,0,0,0,0,0
2013-02-16,1,265.555,11,39.457,0,39.457,0.306,0,0,0,0,0,0,0,0.306,9.948,24.21,32.892,37.884,39.457,38.928,35.65,29.365,15.887,1.028,0,0,0,0,0,0
2013-02-17,1,158.364,7,30.854,0,30.854,0.045,0,0,0,0,0,0,0,0.065,3.056,14.978,24.006,30.854,30.422,19.881,24.791,8.199,2.067,0.045,0,0,0,0,0,0
2013-02-18,1,136.167,6,24.27,0,24.27,0.498,0,0,0,0,0,0,0,0,0.498,6.158,13.78,19.614,24.27,18.81,23.965,20.322,6.999,1.751,0,0,0,0,0,0
2013-02-19,1,179.231,7,37.384,0,37.384,0.013,0,0,0,0,0,0,0,0.013,1.454,3.328,9.642,15.145,23.763,37.384,36.595,30.493,19.072,2.342,0,0,0,0,0,0
2013-02-20,1,271.464,11,40.981,0,40.981,0.224,0,0,0,0,0,0,0,0.224,10.597,24.45,32.953,35.989,38.426,40.981,36.894,29.693,18.586,2.671,0,0,0,0,0,0
2013-02-21,1,247.549,10,39.44,0,39.44,0.537,0,0,0,0,0,0,0,0.537,6.661,19.348,28.595,32.103,37.155,39.44,35.99,27.91,16.936,2.874,0,0,0,0,0,0
2013-02-22,1,88.154,4,21.632,0,21.632,0.01,0,0,0,0,0,0,0,0,0,0.013,0.286,1.947,21.364,21.632,8.896,18.957,11.915,3.134,0.01,0,0,0,0,0
2013-02-23,1,269.374,11,38.76,0,38.76,0.002,0,0,0,0,0,0,0,0.396,11.407,24.118,32.744,38.238,38.281,38.76,36.3,28.459,17.016,3.653,0.002,0,0,0,0,0
2013-02-24,1,225.992,9,37.829,0,37.829,0.651,0,0,0,0,0,0,0,0.651,9.871,21.55,30.935,32.293,37.829,36.26,24.592,19.634,9.867,2.51,0,0,0,0,0,0
2013-02-25,1,157.834,7,27.143,0,27.143,0.402,0,0,0,0,0,0,0,0.402,4.089,11.146,15.767,22.803,24.981,27.143,24.542,14.516,9.496,2.949,0,0,0,0,0,0
2013-02-26,1,93.598,4,24.316,0,24.316,0.217,0,0,0,0,0,0,0,0.626,6.867,7.7,11.432,10.875,24.316,18.316,8.46,3.125,1.664,0.217,0,0,0,0,0,0
2013-02-27,1,234.049,10,36.786,0,36.786,0.017,0,0,0,0,0,0,0,0.477,6.089,14.866,27.795,34.031,36.786,35.833,33.346,24.307,16.165,4.337,0.017,0,0,0,0,0
2013-02-28,1,193.772,8,33.602,0,33.602,0.003,0,0,0,0,0,0,0,0.743,8.956,19.55,27.364,32.42,33.602,28.848,19.564,11.249,9.793,1.68,0.003,0,0,0,0,0
2013-03-01,1,223.499,9,35.957,0,35.957,0.044,0,0,0,0,0,0,0,0,2.152,13.557,20.791,31.464,32.347,35.957,32.45,29.612,19.015,6.11,0.044,0,0,0,0,0
2013-03-02,1,246.475,10,38.5,0,38.5,0.054,0,0,0,0,0,0,0,1.098,11.581,23.208,31.472,36.466,38.5,36.537,28.996,22.439,11.967,4.157,0.054,0,0,0,0,0
2013-03-03,1,243.672,10,38.562,0,38.562,0.045,0,0,0,0,0,0,0,1.313,3.955,8.422,27.594,36.382,38.562,37.851,35.509,28.857,18.862,6.32,0.045,0,0,0,0,0
2013-03-04,1,111.605,5,23.27,0,23.27,0.036,0,0,0,0,0,0,0,0.118,1.053,4.58,8.053,12.996,17.444,16.107,14.495,23.27,10.757,2.696,0.036,0,0,0,0,0
2013-03-05,1,242.982,10,36.15,0,36.15,0.063,0,0,0,0,0,0,0,0.94,5.934,15.311,28.551,34.685,35.958,36.15,33.553,28.518,17.724,5.595,0.063,0,0,0,0,0
2013-03-06,1,182.663,8,31.906,0,31.906,0.006,0,0,0,0,0,0,0,0.698,8.213,16.025,14.235,27.115,29.509,31.906,26.642,17.046,9.09,2.178,0.006,0,0,0,0,0
2013-03-07,1,32.043,1,9.392,0,9.392,0.028,0,0,0,0,0,0,0,0.088,0.521,0.835,6.535,9.392,8.51,2.319,0.696,0.711,1.293,1.115,0.028,0,0,0,0,0
2013-03-08,1,161.706,7,29.938,0,29.938,0.055,0,0,0,0,0,0,0,0.081,1.139,4.433,11.203,22.654,27.233,29.938,27.107,21.997,12.067,3.799,0.055,0,0,0,0,0
2013-03-09,1,219.781,9,35.858,0,35.858,0.05,0,0,0,0,0,0,0,0.605,3.932,16.834,30.853,35.858,35.191,33.24,29.395,20.47,10.41,2.943,0.05,0,0,0,0,0
2013-03-10,1,287.012,12,40.035,0,40.035,0.154,0,0,0,0,0,0,0,1.955,13.338,24.627,33.115,38.053,40.035,39.665,36.738,30.336,20.841,8.155,0.154,0,0,0,0,0
2013-03-11,1,279.27,12,39.056,0,39.056,0.201,0,0,0,0,0,0,0,2.604,14.499,25.064,32.921,37.542,39.056,37.772,35.111,28.519,18.539,7.442,0.201,0,0,0,0,0
2013-03-12,1,183.088,8,35.096,0,35.096,0.051,0,0,0,0,0,0,0,2.243,10.508,20.881,28.987,34.039,35.096,30.666,15.378,2.891,2.348,0.051,0,0,0,0,0,0
2013-03-13,1,42.675,2,20.439,0,20.439,0.028,0,0,0,0,0,0,0,0,0.028,0.637,0.497,1.26,1.714,4.25,9.342,20.439,4.437,0.071,0,0,0,0,0,0
2013-03-14,1,178.74,7,27.711,0,27.711,0.282,0,0,0,0,0,0,0,0.628,4.401,11.84,27.035,18.758,16.303,27.711,27.388,21.517,15.404,7.473,0.282,0,0,0,0,0
2013-03-15,1,267.19,11,37.948,0,37.948,0.324,0,0,0,0,0,0,0,1.629,9.917,24.011,30.922,36.995,36.97,37.948,34.882,28.98,19.065,5.547,0.324,0,0,0,0,0
2013-03-16,1,223.517,9,31.661,0,31.661,0.002,0,0,0,0,0,0,0.002,2.164,9.768,18.727,24.856,29.588,28.244,26.31,31.661,27.938,16.673,7.266,0.32,0,0,0,0,0
2013-03-17,1,222.781,9,34.198,0,34.198,0.007,0,0,0,0,0,0,0.007,3.207,12.315,22.802,30.42,30.82,34.198,32.509,24.62,19.67,9.307,2.825,0.081,0,0,0,0,0
2013-03-18,1,196.072,8,32.307,0,32.307,0.042,0,0,0,0,0,0,0,0.451,3.472,7.56,23.195,24.089,31.82,30.324,32.307,24.157,14.328,4.327,0.042,0,0,0,0,0
2013-03-19,1,167.04,7,33.515,0,33.515,0.048,0,0,0,0,0,0,0.048,3.349,13.208,14.682,27.64,32.342,33.515,20.124,9.294,6.118,4.478,2.118,0.124,0,0,0,0,0
2013-03-20,1,36.7,2,10.504,0,10.504,0.04,0,0,0,0,0,0,0,0,0.04,0.523,0.503,0.1,0.107,1.164,8.723,6.956,10.504,7.861,0.219,0,0,0,0,0
2013-03-21,1,288.394,12,39.643,0,39.643,0.104,0,0,0,0,0,0,0.104,3.827,15.464,26.26,33.707,38.181,39.643,38.608,35.456,29.483,19.671,7.559,0.431,0,0,0,0,0
2013-03-22,1,144.149,6,26.996,0,26.996,0.09,0,0,0,0,0,0,0.148,3.332,11.226,19.028,26.996,16.46,11.896,16.907,11.604,11.377,11.811,3.274,0.09,0,0,0,0,0
2013-03-23,1,245.809,10,37.513,0,37.513,0.059,0,0,0,0,0,0,0.059,2.424,11.049,13.06,30.093,34.307,37.513,35.606,31.471,26.517,16.752,6.292,0.666,0,0,0,0,0
2013-03-24,1,262.65,11,36.082,0,36.082,0.04,0,0,0,0,0,0,0.04,4.157,14.368,24.298,31.284,36.082,35.484,35.92,31.472,25.912,16.919,6.577,0.137,0,0,0,0,0
2013-03-25,1,120.077,5,18.317,0,18.317,0.001,0,0,0,0,0,0,0.001,0.802,3.368,4.788,7.327,18.317,16.236,14.895,17.322,15.163,14.16,7.15,0.548,0,0,0,0,0
2013-03-26,1,262.798,11,37.918,0,37.918,0.166,0,0,0,0,0,0,0.166,4.482,15.26,25.809,33.029,35.325,37.918,35.24,28.874,23.095,15.842,7.09,0.668,0,0,0,0,0
2013-03-27,1,270.556,11,36.973,0,36.973,0.163,0,0,0,0,0,0,0.163,3.381,13.542,24.066,31.519,35.251,36.872,36.973,33.848,27.745,18.818,7.824,0.554,0,0,0,0,0
2013-03-28,1,157.166,7,29.243,0,29.243,0.018,0,0,0,0,0,0,0.227,3.927,7.774,9.009,9.107,27.65,29.243,27.57,23.812,13.34,4.12,1.369,0.018,0,0,0,0,0
2013-03-29,1,271.612,11,37.054,0,37.054,0.233,0,0,0,0,0,0,0.233,4.454,14.287,23.702,31.69,34.673,37.054,36.543,33.972,27.769,18.503,7.878,0.854,0,0,0,0,0
2013-03-30,1,162.622,7,30.085,0,30.085,0.065,0,0,0,0,0,0,0.065,3.372,11.97,21.815,24.771,30.085,29.385,22.793,11.311,4.529,2.095,0.431,0,0,0,0,0,0
2013-03-31,1,239.598,10,36.521,0,36.521,0.082,0,0,0,0,0,0,0.082,2.245,5.692,15.106,28.3,36.521,33.639,33.288,32.779,26.658,17.695,6.918,0.675,0,0,0,0,0
2013-04-01,1,175.705,7,23.538,0,23.538,0.421,0,0,0,0,0,0,0.421,5.072,13.546,21.843,23.538,23.524,16.096,18.413,18.143,16.946,13.631,3.972,0.56,0,0,0,0,0
2013-04-02,1,57.97,2,10.777,0,10.777,0.014,0,0,0,0,0,0,0.059,1.114,5.021,10.38,8.13,8.681,5.067,10.777,6.056,2.52,0.151,0.014,0,0,0,0,0,0
2013-04-03,1,253.616,11,37.994,0,37.994,0.098,0,0,0,0,0,0,0.098,2.089,6.999,17.252,33.19,36.49,37.994,36.966,33.291,26.401,15.466,6.782,0.598,0,0,0,0,0
2013-04-04,1,249.162,10,35.5,0,35.5,0.388,0,0,0,0,0,0,0.388,4.631,13.647,22.678,29.93,34.745,35.5,34.054,29.713,23.358,14.271,5.595,0.652,0,0,0,0,0
2013-04-05,1,224.303,9,31.045,0,31.045,0.112,0,0,0,0,0,0,0.488,5.148,13.717,22.338,29.785,30.854,31.045,30.647,25.815,22.771,8.453,3.13,0.112,0,0,0,0,0
2013-04-06,1,29.869,1,5.199,0,5.199,0.002,0,0,0,0,0,0,0,0.002,1.735,3.002,4.419,5.199,5.128,2.661,3.031,2.829,1.444,0.416,0.003,0,0,0,0,0
2013-04-07,1,64.641,3,10.935,0,10.935,0.262,0,0,0,0,0,0,0.262,3.728,5.681,7.014,3.1,5.316,5.407,6.922,10.935,6.357,5.767,3.463,0.689,0,0,0,0,0
2013-04-08,1,251.816,10,34.343,0,34.343,0.35,0,0,0,0,0,0,0.35,4.06,14.639,23.915,30.972,34.343,34.265,32.907,31.133,24.497,15.136,5.123,0.476,0,0,0,0,0
2013-04-09,1,249.024,10,33.749,0,33.749,0.468,0,0,0,0,0,0,0.474,5.444,15.236,25.2,29.868,33.749,29.559,30.845,29.766,25.797,15.66,6.958,0.468,0,0,0,0,0
2013-04-10,1,151.802,6,21.836,0,21.836,0.474,0,0,0,0,0,0,0.474,2.897,8.128,12.466,21.836,11.9,19.872,18.731,20.374,16.399,10.055,8.032,0.638,0,0,0,0,0
2013-04-11,1,170.204,7,25.161,0,25.161,0.304,0,0,0,0,0,0,0.304,2.225,8.765,19.169,25.161,17.088,15.649,10.31,19.578,24.515,18.438,7.856,1.146,0,0,0,0,0
2013-04-12,1,186.032,8,25.816,0,25.816,0.643,0,0,0,0,0,0,0.643,6.267,14.097,20.346,20.585,25.816,21.704,18.752,16.05,24.731,9.969,5.818,1.254,0,0,0,0,0
2013-04-13,1,264.118,11,35.404,0,35.404,0.712,0,0,0,0,0,0,0.712,6.392,16.109,25.611,31.857,33.647,35.352,35.404,31.536,23.935,15.818,6.922,0.823,0,0,0,0,0
2013-04-14,1,152.094,6,29.526,0,29.526,0.189,0,0,0,0,0,0,0,0.189,1.599,0.214,0.45,9.387,25.488,27.227,27.868,29.526,19.916,9.117,1.113,0,0,0,0,0
2013-04-15,1,78.984,3,13.946,0,13.946,0.169,0,0,0,0,0,0,0.843,5.584,9.914,4.746,13.946,6.111,3.768,6.094,8.416,8.828,6.894,3.671,0.169,0,0,0,0,0
2013-04-16,1,221.994,9,31.971,0,31.971,0.883,0,0,0,0,0,0,0.883,4.735,10.721,18.941,21.983,31.971,31.145,30.713,26.087,23.03,14.72,6.121,0.944,0,0,0,0,0
2013-04-17,1,52.474,2,9.535,0,9.535,0.119,0,0,0,0,0,0,0,0.328,1.42,1.494,3.168,4.393,6.977,8.56,8.8,9.535,6.21,1.47,0.119,0,0,0,0,0
2013-04-18,1,146.967,6,24.454,0,24.454,0.047,0,0,0,0,0,0,0.047,2.019,4.914,8.329,7.624,14.671,18.136,24.454,17.29,23.648,17.409,7.376,1.05,0,0,0,0,0
2013-04-19,1,269.309,11,37.365,0,37.365,0.838,0,0,0,0,0,0,0.963,6.571,16.691,26.103,32.694,34.628,37.365,36.841,33.209,26.502,12.221,4.683,0.838,0,0,0,0,0
2013-04-20,1,64.993,3,13.934,0,13.934,0.146,0,0,0,0,0,0,0,0.146,0.969,2.101,4.177,8.442,13.934,10.028,10.861,9.196,3.657,1.247,0.235,0,0,0,0,0
2013-04-21,1,231.996,10,34.073,0,34.073,0.407,0,0,0,0,0,0,0.407,3.499,6.842,19.257,27.571,34.073,30.304,33.458,21.683,26.73,18.639,8.176,1.357,0,0,0,0,0
2013-04-22,1,266.955,11,36.497,0,36.497,0.982,0,0,0,0,0,0,0.982,4.84,14.598,24.806,31.64,35.066,36.497,35.237,31.496,25.671,17.299,7.562,1.261,0,0,0,0,0
2013-04-23,1,61.303,3,13.484,0,13.484,0.189,0,0,0,0,0,0,0.281,2.505,6.616,5.607,5.757,7.486,10.504,13.484,4.008,1.899,1.941,1.026,0.189,0,0,0,0,0
2013-04-24,1,183.017,8,29.992,0,29.992,0.465,0,0,0,0,0,0,0,0.465,3.167,17.69,19.196,18.215,26.713,24.513,29.992,20.405,13.616,7.82,1.225,0,0,0,0,0
2013-04-25,1,103.248,4,16.584,0,16.584,0.164,0,0,0,0,0,0,1.358,5.348,11.85,16.584,16.052,2.613,1.572,7.463,13.059,12.688,9.991,4.506,0.164,0,0,0,0,0
2013-04-26,1,107.991,4,21.985,0,21.985,0.343,0,0,0,0,0,0,0.343,2.33,4.354,5.907,12.762,12.491,18.285,12.993,21.985,8.107,5.668,2.097,0.669,0,0,0,0,0
2013-04-27,1,202.433,8,36.314,0,36.314,0.389,0,0,0,0,0,0,0.389,2.876,7.504,13.558,23.014,35.54,36.314,27.776,22.98,15.802,11.327,3.912,1.441,0,0,0,0,0
2013-04-28,1,217.779,9,32.112,0,32.112,0.003,0,0,0,0,0,0.003,1.579,5.898,10.418,15.541,23.342,24.295,32.112,30.858,27.473,24.33,14.325,6.267,1.338,0,0,0,0,0
2013-04-29,1,46.454,2,10.734,0,10.734,0.478,0,0,0,0,0,0,0.478,0.856,0.528,1.717,1.068,1.919,4.732,4.085,4.448,6.098,10.734,8.296,1.495,0,0,0,0,0
2013-04-30,1,266.998,11,35.648,0,35.648,1.16,0,0,0,0,0,0,1.16,6.155,15.796,24.964,31.967,33.323,35.648,35.045,30.754,23.231,18.578,8.799,1.578,0,0,0,0,0
2013-05-01,1,196.669,8,37.549,0,37.549,0.007,0,0,0,0,0,0.007,1.62,5.01,11.509,18.555,28.545,37.549,34.576,28.735,11.701,8.721,4.934,4.598,0.609,0,0,0,0,0
2013-05-02,1,86.633,4,16.52,0,16.52,0.005,0,0,0,0,0,0.005,1.358,2.366,9.877,16.52,14.527,14.853,6.089,4.461,4.989,1.32,2.814,5.565,1.889,0,0,0,0,0
2013-05-03,1,160.178,7,25.303,0,25.303,0.837,0,0,0,0,0,0,0.837,3.817,8.459,15.68,21.47,22.446,25.303,23.487,13.81,11.591,8.693,3.654,0.931,0,0,0,0,0
2013-05-04,1,233.535,10,33.464,0,33.464,0.002,0,0,0,0,0,0.002,0.981,4.055,7.371,13.973,29.591,33.464,32.006,32.684,28.076,24.841,16.535,8.247,1.709,0,0,0,0,0
2013-05-05,1,263.154,11,34.922,0,34.922,0.001,0,0,0,0,0,0.02,1.54,6.76,16.159,24.872,30.053,32.896,34.922,34.111,31.107,24.769,16.713,7.668,1.563,0.001,0,0,0,0
2013-05-06,1,248.896,10,33.309,0,33.309,0.026,0,0,0,0,0,0.026,1.716,7.292,16.365,24.445,29.826,32.553,33.309,32.049,28.162,21.535,13.858,6.361,1.399,0,0,0,0,0
2013-05-07,1,240.49,10,31.812,0,31.812,0.002,0,0,0,0,0,0.042,1.979,6.699,13.858,21.627,27.684,31.083,31.812,31.093,28.231,22.836,14.923,6.988,1.633,0.002,0,0,0,0
2013-05-08,1,250.992,10,33.32,0,33.32,0.045,0,0,0,0,0,0.045,1.959,6.983,14.997,23.069,28.45,31.931,33.32,32.28,29.387,23.373,15.779,7.747,1.672,0,0,0,0,0
2013-05-09,1,145.614,6,29.532,0,29.532,0.064,0,0,0,0,0,0.064,2,7.046,14.295,17.732,29.025,29.532,18.444,10.025,5.088,3.767,4.546,3.153,0.897,0,0,0,0,0
2013-05-10,1,41.701,2,7.216,0,7.216,0.018,0,0,0,0,0,0,0.181,0.869,2.312,3.796,5.179,7.216,3.913,2.657,1.936,1.346,3.851,6.908,1.519,0.018,0,0,0,0
2013-05-11,1,254.541,11,34.681,0,34.681,0.008,0,0,0,0,0,0,1.177,3.358,12.313,20.153,31.085,33.86,34.681,33.516,30.879,25.801,17.56,8.412,1.738,0.008,0,0,0,0
2013-05-12,1,194.168,8,30.238,0,30.238,0.013,0,0,0,0,0,0.083,2.19,6.932,14.156,13.371,9.709,17.712,30.238,30.13,24.106,21.297,15.103,7.445,1.683,0.013,0,0,0,0
2013-05-13,1,238.344,10,32.422,0,32.422,0.017,0,0,0,0,0,0.076,1.997,6.544,14.09,21.507,26.151,29.569,32.422,31.45,25.707,23.939,15.96,7.161,1.754,0.017,0,0,0,0
2013-05-14,1,194.998,8,27.422,0,27.422,0.043,0,0,0,0,0,0.043,1.977,7.477,13.071,15.266,21.436,25.629,27.422,23.965,18.088,20.565,11.36,7.374,1.325,0,0,0,0,0
2013-05-15,1,196.754,8,29.028,0,29.028,0.028,0,0,0,0,0,0.028,0.762,5.168,11.873,18.522,14.833,27.85,24.325,25.414,29.028,15.618,14.891,6.734,1.675,0.033,0,0,0,0
2013-05-16,1,278.243,12,36.359,0,36.359,0.028,0,0,0,0,0,0.063,1.405,7.251,17.164,25.576,31.791,33.068,36.359,35.878,32.677,27.086,18.879,9.231,1.787,0.028,0,0,0,0
2013-05-17,1,271.669,11,34.828,0,34.828,0.115,0,0,0,0,0,0.115,1.825,7.539,17.716,24.893,32.767,34.828,32.384,33.589,30.704,24.875,19.022,8.786,2.491,0.135,0,0,0,0
