년월일,호기,총량(kw),평균(kw),최대(kw),최소(kw),"최대(시간별, kw)","최소(시간별, kw)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2013.1.1,1,507.36,21,93.36,0,93.36,0.48,0,0,0,0,0,0,0,0.48,18.24,38.4,71.28,85.2,73.2,93.36,78.72,39.36,9.12,0,0,0,0,0,0,0
2013.1.2,1,625.2,26,111.6,0,111.6,0.24,0,0,0,0,0,0,0,0.24,18,62.16,81.84,101.52,111.6,108.96,85.68,45.6,9.6,0,0,0,0,0,0,0
2013.1.3,1,656.88,27,121.92,0,121.92,0.24,0,0,0,0,0,0,0,0.24,18.48,60.96,89.04,106.8,120.96,121.92,93.84,36.48,7.92,0.24,0,0,0,0,0,0
2013.1.4,1,701.28,29,122.16,0,122.16,0.48,0,0,0,0,0,0,0,0.48,19.68,72.96,91.92,106.56,119.52,122.16,98.16,55.2,14.64,0,0,0,0,0,0,0
2013.1.5,1,686.4,29,124.32,0,124.32,0.24,0,0,0,0,0,0,0,0.24,19.2,77.04,99.36,109.68,124.32,121.68,70.56,48.48,15.84,0,0,0,0,0,0,0
2013.1.6,1,654.72,27,116.64,0,116.64,0.24,0,0,0,0,0,0,0,0.24,17.52,62.16,88.8,98.4,110.16,116.64,92.64,53.04,14.88,0.24,0,0,0,0,0,0
2013.1.7,1,706.08,29,119.76,0,119.76,0.48,0,0,0,0,0,0,0,0.48,25.2,75.12,94.8,103.92,119.76,118.8,97.44,56.4,14.16,0,0,0,0,0,0,0
2013.1.8,1,657.6,27,114.72,0,114.72,0.72,0,0,0,0,0,0,0,0.72,19.2,64.08,87.12,100.08,114.72,113.52,90.48,52.8,14.88,0,0,0,0,0,0,0
2013.1.9,1,689.28,29,123.84,0,123.84,0.24,0,0,0,0,0,0,0,0.72,19.2,61.44,82.56,106.56,123.84,118.32,99.12,60.24,17.04,0.24,0,0,0,0,0,0
2013.1.10,1,751.44,31,127.92,0,127.92,0.24,0,0,0,0,0,0,0,0.24,26.4,78.24,97.92,108.48,127.92,124.8,103.92,64.56,18.96,0,0,0,0,0,0,0
2013.1.11,1,724.08,30,126.96,0,126.96,0.24,0,0,0,0,0,0,0,0.24,25.44,76.32,96.96,107.28,126.96,121.68,96.72,57.36,14.88,0.24,0,0,0,0,0,0
2013.1.12,1,667.92,28,118.8,0,118.8,0.24,0,0,0,0,0,0,0,0.24,21.12,67.92,87.84,99.6,118.8,112.8,90,54,15.36,0.24,0,0,0,0,0,0
2013.1.13,1,147.12,6,35.52,0,35.52,0.48,0,0,0,0,0,0,0,0,4.8,24.72,34.56,35.52,19.68,12.48,10.32,4.56,0.48,0,0,0,0,0,0,0
2013.1.14,1,630.48,26,111.84,0,111.84,0.24,0,0,0,0,0,0,0,0.24,20.88,67.68,87.84,95.04,111.84,104.88,79.44,48,14.4,0.24,0,0,0,0,0,0
2013.1.15,1,563.76,23,99.12,0,99.12,0.48,0,0,0,0,0,0,0,0.72,22.56,59.76,72.96,82.32,89.04,99.12,69.36,49.44,18,0.48,0,0,0,0,0,0
2013.1.16,1,600.48,25,111.6,0,111.6,0.24,0,0,0,0,0,0,0,0.48,19.2,53.76,78.24,96,111.6,98.16,74.16,54,14.64,0.24,0,0,0,0,0,0
2013.1.17,1,464.64,19,86.16,0,86.16,0.48,0,0,0,0,0,0,0,0.48,21.6,60.96,86.16,49.2,37.44,85.2,72,36,14.64,0.96,0,0,0,0,0,0
2013.1.18,1,756.72,32,130.56,0,130.56,0.48,0,0,0,0,0,0,0,0.48,25.2,74.16,97.68,113.76,130.56,123.12,102,67.2,22.08,0.48,0,0,0,0,0,0
2013.1.19,1,708.24,30,128.16,0,128.16,0.48,0,0,0,0,0,0,0,0.48,27.36,75.12,95.52,112.32,128.16,114,84.96,54.96,14.88,0.48,0,0,0,0,0,0
2013.1.20,1,426,18,75.6,0,75.6,0.48,0,0,0,0,0,0,0,0.48,13.2,37.2,55.92,60.72,60.48,75.6,69.12,36.24,16.56,0.48,0,0,0,0,0,0
2013.1.21,1,14.16,1,4.32,0,4.32,0.24,0,0,0,0,0,0,0,0,0,1.68,1.68,0.96,3.36,4.32,1.92,0.24,0,0,0,0,0,0,0,0
2013.1.22,1,164.4,7,39.36,0,39.36,4.32,0,0,0,0,0,0,0,0,0,4.8,21.12,22.32,39.36,28.8,27.6,16.08,4.32,0,0,0,0,0,0,0
2013.1.23,1,254.16,11,59.76,0,59.76,0.24,0,0,0,0,0,0,0,0,0.24,10.56,29.52,54.24,59.76,46.56,32.4,16.08,4.8,0,0,0,0,0,0,0
2013.1.24,1,456.48,19,80.4,0,80.4,0.72,0,0,0,0,0,0,0,0.72,23.52,61.68,80.4,72.48,63.36,72.72,44.4,23.52,12.96,0.72,0,0,0,0,0,0
2013.1.25,1,809.76,34,132.96,0,132.96,1.2,0,0,0,0,0,0,0,1.2,29.76,77.04,99.6,125.76,132.96,127.2,111.12,74.88,29.04,1.2,0,0,0,0,0,0
2013.1.26,1,868.8,36,144,0,144,1.2,0,0,0,0,0,0,0,1.2,32.4,81.12,103.68,133.92,144,137.04,120,81.6,32.64,1.2,0,0,0,0,0,0
2013.1.27,1,758.16,32,133.92,0,133.92,1.68,0,0,0,0,0,0,0,1.68,32.64,80.64,101.52,133.92,101.76,79.44,113.52,78.72,32.64,1.68,0,0,0,0,0,0
2013.1.28,1,841.2,35,137.76,0,137.76,1.44,0,0,0,0,0,0,0,1.68,33.84,79.68,100.56,131.04,137.76,134.88,113.52,76.56,30.24,1.44,0,0,0,0,0,0
2013.1.29,1,652.56,27,117.84,0,117.84,0.96,0,0,0,0,0,0,0,1.92,27.6,63.6,85.68,110.4,117.84,106.8,81.84,40.56,15.36,0.96,0,0,0,0,0,0
2013.1.30,1,636.96,27,106.8,0,106.8,0.72,0,0,0,0,0,0,0,0.72,20.64,53.28,77.04,102.96,106.8,105.6,88.8,56.88,22.8,1.44,0,0,0,0,0,0
2013.1.31,1,362.16,15,75.84,0,75.84,0.24,0,0,0,0,0,0,0,0.24,12,22.8,33.12,65.52,36.72,63.12,75.84,37.2,14.4,1.2,0,0,0,0,0,0
2013.2.1,1,3.84,0,1.2,0,1.2,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.2,0.96,0.72,0,0,0,0,0,0,0,0
2013.2.2,1,778.8,32,132.48,0,132.48,1.92,0,0,0,0,0,0,0,1.92,24,57.36,96.24,126.96,132.48,126.72,106.8,72.24,31.68,2.4,0,0,0,0,0,0
2013.2.3,1,379.68,16,82.8,0,82.8,0.48,0,0,0,0,0,0,0,2.4,30.72,67.68,82.8,61.44,41.52,41.52,29.76,12.72,8.64,0.48,0,0,0,0,0,0
2013.2.4,1,625.68,26,130.08,0,130.08,0.48,0,0,0,0,0,0,0,0,0.48,12,54.96,81.36,122.16,130.08,108.72,78.72,34.8,2.4,0,0,0,0,0,0
2013.2.5,1,135.84,6,30,0,30,0.24,0,0,0,0,0,0,0,0.24,5.04,21.6,28.8,30,24,13.68,9.36,3.12,0,0,0,0,0,0,0,0
2013.2.6,1,736.56,31,138.24,0,138.24,2.16,0,0,0,0,0,0,0,0,13.68,22.08,81.84,123.6,138.24,134.88,113.52,74.64,31.92,2.16,0,0,0,0,0,0
2013.2.7,1,654.72,27,124.08,0,124.08,0.24,0,0,0,0,0,0,0,0.24,32.4,73.92,106.8,124.08,104.64,108.96,50.64,38.16,12.96,1.92,0,0,0,0,0,0
2013.2.8,1,874.56,36,149.76,0,149.76,1.68,0,0,0,0,0,0,0,1.68,30.72,78,118.8,139.92,149.76,138.48,117.12,66.24,31.2,2.64,0,0,0,0,0,0
2013.2.9,1,858.48,36,138.48,0,138.48,3.36,0,0,0,0,0,0,0,3.36,45.6,81.84,117.12,131.76,138.48,130.56,98.4,78.48,29.04,3.84,0,0,0,0,0,0
2013.2.10,1,857.76,36,144.48,0,144.48,2.88,0,0,0,0,0,0,0,2.88,38.16,77.04,112.56,136.32,144.48,132,107.28,71.28,31.68,4.08,0,0,0,0,0,0
2013.2.11,1,885.6,37,148.32,0,148.32,2.64,0,0,0,0,0,0,0,2.64,30,78.72,117.6,138.96,148.32,134.88,113.52,78.96,37.68,4.32,0,0,0,0,0,0
2013.2.12,1,140.88,6,30,0,30,0.24,0,0,0,0,0,0,0,1.2,7.68,15.84,11.04,26.4,13.68,25.44,30,9.36,0,0.24,0,0,0,0,0,0
2013.2.13,1,947.76,39,151.68,0,151.68,3.84,0,0,0,0,0,0,0,3.84,46.56,84.72,124.8,144,151.68,138.72,121.92,86.4,40.8,4.32,0,0,0,0,0,0
2013.2.14,1,681.36,28,123.36,0,123.36,1.92,0,0,0,0,0,0,0,4.08,30.48,73.2,110.64,123.36,88.56,86.4,89.76,52.08,20.88,1.92,0,0,0,0,0,0
2013.2.15,1,855.12,36,138.72,0,138.72,3.6,0,0,0,0,0,0,0,3.6,39.36,75.12,105.6,125.04,138.72,126.24,112.32,83.04,40.8,5.28,0,0,0,0,0,0
2013.2.16,1,1017.36,42,159.84,0,159.84,4.8,0,0,0,0,0,0,0,4.8,55.68,92.16,133.68,154.32,159.84,150,127.68,90.24,43.68,5.28,0,0,0,0,0,0
2013.2.17,1,164.88,7,42.72,0,42.72,1.2,0,0,0,0,0,0,0,1.2,11.04,27.6,24.96,42.72,30,14.4,8.64,2.64,1.68,0,0,0,0,0,0,0
2013.2.18,1,68.64,3,17.04,0,17.04,0.72,0,0,0,0,0,0,0,0,0,0.72,2.4,5.52,5.52,9.84,12.48,17.04,14.16,0.96,0,0,0,0,0,0
2013.2.19,1,306.72,13,54.24,0,54.24,0.24,0,0,0,0,0,0,0,0.24,5.76,17.52,36.72,45.84,49.44,54.24,38.88,22.08,29.28,6.72,0,0,0,0,0,0
2013.2.20,1,1042.08,43,160.8,0,160.8,6,0,0,0,0,0,0,0,6,57.36,96,135.36,158.88,160.8,150.72,129.6,93.6,47.28,6.48,0,0,0,0,0,0
2013.2.21,1,940.56,39,152.16,0,152.16,6,0,0,0,0,0,0,0,6.24,40.32,80.88,114.48,141.84,152.16,147.36,123.36,86.4,41.52,6,0,0,0,0,0,0
2013.2.22,1,805.68,34,134.4,0,134.4,3.6,0,0,0,0,0,0,0,3.6,33.12,71.04,110.64,133.68,134.4,124.56,99.36,65.52,24.24,5.52,0,0,0,0,0,0
2013.2.23,1,1066.08,44,164.64,0,164.64,6.96,0,0,0,0,0,0,0,8.64,57.36,97.44,136.32,162.48,164.64,154.8,133.44,95.28,48.72,6.96,0,0,0,0,0,0
2013.2.24,1,957.12,40,152.88,0,152.88,5.28,0,0,0,0,0,0,0,8.64,56.4,98.16,133.68,152.88,151.68,136.8,115.68,60.72,37.2,5.28,0,0,0,0,0,0
2013.2.25,1,891.6,37,137.04,0,137.04,8.16,0,0,0,0,0,0,0,8.16,49.68,89.28,122.4,137.04,134.16,128.16,102.48,71.04,39.6,9.6,0,0,0,0,0,0
2013.2.26,1,110.16,5,31.68,0,31.68,0.24,0,0,0,0,0,0,0,0.24,3.84,13.92,18,31.68,16.32,8.64,5.76,7.44,4.08,0.24,0,0,0,0,0,0
2013.2.27,1,970.56,40,150,0,150,8.4,0,0,0,0,0,0,0,9.36,49.2,95.76,133.2,150,146.88,137.04,119.04,78.24,43.44,8.4,0,0,0,0,0,0
2013.2.28,1,914.64,38,140.16,0,140.16,7.44,0,0,0,0,0,0,0,9.84,50.4,90,120.24,134.64,140.16,129.36,111.6,80.16,40.8,7.44,0,0,0,0,0,0
2013.3.1,1,383.52,16,82.8,0,82.8,0.24,0,0,0,0,0,0,0,0,0.24,3.6,19.2,65.52,48.24,76.56,82.8,53.52,24.48,9.36,0,0,0,0,0,0
2013.3.2,1,1030.32,43,155.76,0,155.76,8.88,0,0,0,0,0,0,0,12,57.12,107.04,144.48,155.76,155.04,144.48,120.48,82.56,42.48,8.88,0,0,0,0,0,0
2013.3.3,1,1048.8,44,159.36,0,159.36,7.92,0,0,0,0,0,0,0,11.52,52.32,102.72,141.6,156.72,159.36,146.64,125.04,93.84,51.12,7.92,0,0,0,0,0,0
2013.3.4,1,913.92,38,142.8,0,142.8,8.64,0,0,0,0,0,0,0,11.52,51.12,93.36,126.96,136.8,142.8,132.96,103.92,71.28,34.56,8.64,0,0,0,0,0,0
2013.3.5,1,1054.08,44,156.24,0,156.24,7.68,0,0,0,0,0,0,0,13.2,61.44,110.88,139.44,153.12,156.24,145.2,124.32,92.64,49.92,7.68,0,0,0,0,0,0
2013.3.6,1,890.16,37,132.96,0,132.96,8.88,0,0,0,0,0,0,0,10.56,47.28,90.48,124.08,132.96,131.28,123.6,104.16,76.56,40.32,8.88,0,0,0,0,0,0
2013.3.7,1,321.6,13,60.24,0,60.24,2.88,0,0,0,0,0,0,0,9.84,40.56,58.8,45.36,29.28,3.6,2.88,37.2,60.24,26.4,7.44,0,0,0,0,0,0
2013.3.8,1,682.8,28,119.04,0,119.04,7.44,0,0,0,0,0,0,0,7.92,26.4,41.52,68.64,109.68,119.04,113.04,94.08,64.08,30.96,7.44,0,0,0,0,0,0
2013.3.9,1,853.68,36,131.04,0,131.04,7.92,0,0,0,0,0,0,0,13.2,56.16,96.72,123.6,131.04,128.64,106.08,91.44,65.04,33.84,7.92,0,0,0,0,0,0
2013.3.10,1,840.72,35,146.88,0,146.88,0.24,0,0,0,0,0,0,0,0.24,11.04,49.68,103.92,142.08,146.88,139.44,111.12,79.2,46.8,10.32,0,0,0,0,0,0
2013.3.11,1,850.8,35,130.56,0,130.56,0.24,0,0,0,0,0,0,0.24,15.12,62.16,102.24,130.56,117.6,84.96,98.4,106.8,75.36,48,9.36,0,0,0,0,0,0
2013.3.12,1,944.64,39,143.76,0,143.76,0.24,0,0,0,0,0,0,0.24,15.12,59.76,102.72,125.52,140.88,143.76,135.36,108.24,70.32,35.52,7.2,0,0,0,0,0,0
2013.3.13,1,45.12,2,11.52,0,11.52,2.16,0,0,0,0,0,0,0,0,3.84,11.52,2.16,0,0,6.96,7.92,6.96,2.64,3.12,0,0,0,0,0,0
2013.3.14,1,606.24,25,101.04,0,101.04,6.72,0,0,0,0,0,0,0,12.24,40.8,97.68,89.52,101.04,66.96,63.12,54.48,51.36,22.32,6.72,0,0,0,0,0,0
2013.3.15,1,1056,44,153.12,0,153.12,0.24,0,0,0,0,0,0,0.24,17.52,66,109.68,139.92,151.44,153.12,145.2,122.88,91.68,49.44,8.88,0,0,0,0,0,0
2013.3.16,1,833.76,35,140.4,0,140.4,0.24,0,0,0,0,0,0,0.24,12.96,30,44.64,106.32,132.24,140.4,127.2,102,81.36,45.12,11.28,0,0,0,0,0,0
2013.3.17,1,607.68,25,127.44,0,127.44,0.24,0,0,0,0,0,0,0.24,14.88,42.48,79.68,104.4,127.44,99.6,51.12,33.36,26.88,24,3.6,0,0,0,0,0,0
2013.3.18,1,644.4,27,144.24,0,144.24,0.24,0,0,0,0,0,0,0,1.92,4.56,24.48,50.16,52.32,102,144.24,125.76,87.12,42.24,9.36,0.24,0,0,0,0,0
2013.3.19,1,794.88,33,126.48,0,126.48,0.24,0,0,0,0,0,0,0.24,14.4,48.96,82.8,105.36,116.4,126.48,115.44,93.36,58.32,24.96,8.16,0,0,0,0,0,0
2013.3.20,1,559.44,23,128.16,0,128.16,0.48,0,0,0,0,0,0,0,1.44,13.2,70.56,125.76,128.16,66,84.24,13.2,11.04,34.8,10.56,0.48,0,0,0,0,0
2013.3.21,1,1133.52,47,157.92,0,157.92,0.24,0,0,0,0,0,0,0.48,24.96,85.44,126.96,147.84,152.88,157.92,150.24,129.12,95.04,51.6,10.8,0.24,0,0,0,0,0
2013.3.22,1,519.12,22,113.52,0,113.52,0.48,0,0,0,0,0,0,0.96,23.04,68.16,100.56,113.52,51.12,36,27.84,13.68,32.64,39.12,12,0.48,0,0,0,0,0
2013.3.23,1,995.28,41,147.84,0,147.84,0.24,0,0,0,0,0,0,0.24,16.8,69.36,108.48,131.04,147.84,145.68,128.64,102.96,74.88,53.04,16.08,0.24,0,0,0,0,0
2013.3.24,1,754.8,31,129.84,0,129.84,0.48,0,0,0,0,0,0,0.48,19.44,70.32,106.08,128.64,129.84,92.16,75.12,56.64,44.88,23.52,7.2,0.48,0,0,0,0,0
2013.3.25,1,1001.52,42,162,0,162,13.2,0,0,0,0,0,0,0,13.2,45.12,55.92,129.36,162,160.56,148.56,125.52,95.28,52.08,13.92,0,0,0,0,0,0
2013.3.26,1,970.8,40,140.4,0,140.4,0.72,0,0,0,0,0,0,1.44,27.36,79.44,100.8,119.28,140.4,119.76,130.56,114,79.2,45.12,12.72,0.72,0,0,0,0,0
2013.3.27,1,993.12,41,146.16,0,146.16,0.24,0,0,0,0,0,0,0.24,8.88,56.88,107.04,130.32,143.76,146.16,139.44,117.84,85.2,45.12,12,0.24,0,0,0,0,0
2013.3.28,1,1023.12,43,145.44,0,145.44,0.48,0,0,0,0,0,0,1.68,29.28,82.08,117.84,135.84,144.72,145.44,136.32,110.4,73.68,33.6,11.76,0.48,0,0,0,0,0
2013.3.29,1,973.2,41,148.32,0,148.32,0.96,0,0,0,0,0,0,1.44,16.8,45.6,89.04,135.6,148.32,146.4,134.64,115.92,86.64,39.36,12.48,0.96,0,0,0,0,0
2013.3.30,1,855.12,36,128.88,0,128.88,0.24,0,0,0,0,0,0,1.92,26.4,68.88,101.76,126.96,128.88,113.28,107.52,84.24,57.12,28.8,9.12,0.24,0,0,0,0,0
2013.3.31,1,710.64,30,106.8,0,106.8,0.24,0,0,0,0,0,0,0.24,10.08,74.88,100.56,106.8,106.8,60.24,41.28,71.28,75.84,46.08,15.84,0.72,0,0,0,0,0
2013.4.1,1,915.6,38,137.04,0,137.04,1.68,0,0,0,0,0,0,2.4,29.28,71.28,108,103.2,122.4,137.04,125.52,80.64,73.2,43.44,17.52,1.68,0,0,0,0,0
2013.4.2,1,716.4,30,129.6,0,129.6,1.2,0,0,0,0,0,0,1.44,24.48,28.56,13.68,35.28,129.6,126.24,124.56,113.04,70.8,33.84,13.68,1.2,0,0,0,0,0
2013.4.3,1,1125.36,47,154.32,0,154.32,0.96,0,0,0,0,0,0,1.92,35.76,87.6,122.88,146.16,154.32,152.64,145.44,122.64,91.44,50.4,13.2,0.96,0,0,0,0,0
2013.4.4,1,777.6,32,127.68,0,127.68,0.72,0,0,0,0,0,0,3.12,13.68,51.36,78.72,106.32,127.68,123.84,98.4,60.48,48.72,51.6,12.96,0.72,0,0,0,0,0
2013.4.5,1,775.44,32,127.44,0,127.44,0.24,0,0,0,0,0,0,1.92,31.92,72.24,105.6,127.44,121.44,106.32,90.48,61.2,31.68,17.04,7.92,0.24,0,0,0,0,0
2013.4.6,1,120.48,5,29.52,0,29.52,0.48,0,0,0,0,0,0,0,0,1.44,8.4,15.6,14.88,16.08,16.56,29.52,15.36,2.16,0.48,0,0,0,0,0,0
2013.4.7,1,872.16,36,134.64,0,134.64,0.24,0,0,0,0,0,0,0.24,9.84,25.44,72.48,77.76,134.16,131.04,134.64,121.92,97.68,52.56,13.68,0.72,0,0,0,0,0
2013.4.8,1,1071.84,45,155.04,0,155.04,1.2,0,0,0,0,0,0,3.6,45.36,93.12,126.48,144,155.04,153.6,129.84,81.84,71.04,48.72,18,1.2,0,0,0,0,0
2013.4.9,1,1095.6,46,154.8,0,154.8,0.96,0,0,0,0,0,0,4.08,32.16,74.88,117.36,144,154.8,151.68,141.12,121.44,89.52,48.72,14.88,0.96,0,0,0,0,0
2013.4.10,1,922.08,38,147.12,0,147.12,0.96,0,0,0,0,0,0,2.64,45.36,95.28,131.52,147.12,125.04,132,68.4,65.76,48.96,44.64,14.4,0.96,0,0,0,0,0
2013.4.11,1,1104,46,159.6,0,159.6,0.96,0,0,0,0,0,0,4.56,42.48,88.08,121.44,146.88,159.6,159.6,138.72,114,75.12,38.64,13.92,0.96,0,0,0,0,0
2013.4.12,1,1174.08,49,161.28,0,161.28,0.96,0,0,0,0,0,0,2.64,50.16,97.2,133.2,152.64,161.28,158.16,144.24,123.12,90.72,47.28,12.48,0.96,0,0,0,0,0
2013.4.13,1,1095.12,46,150,0,150,1.2,0,0,0,0,0,0,3.6,45.12,86.4,117.6,137.52,148.8,150,138.72,118.8,86.88,46.32,14.16,1.2,0,0,0,0,0
2013.4.14,1,675.12,28,131.52,0,131.52,0.96,0,0,0,0,0,0,5.76,39.12,76.32,105.84,124.32,131.52,67.92,2.16,39.84,36.72,30.24,14.4,0.96,0,0,0,0,0
2013.4.15,1,971.28,40,139.2,0,139.2,1.44,0,0,0,0,0,0,6.72,43.2,79.2,97.44,131.04,137.28,139.2,125.52,91.68,65.52,38.4,14.64,1.44,0,0,0,0,0
2013.4.16,1,848.4,35,118.08,0,118.08,1.44,0,0,0,0,0,0,6.48,24.72,66.96,79.2,112.08,108.96,118.08,110.88,105.36,74.64,26.64,12.96,1.44,0,0,0,0,0
2013.4.17,1,376.56,16,55.2,0,55.2,0.48,0,0,0,0,0,0,1.92,12.24,20.88,32.88,51.36,49.2,48,55.2,54.48,28.56,15.12,6.24,0.48,0,0,0,0,0
2013.4.18,1,776.64,32,128.88,0,128.88,1.68,0,0,0,0,0,0,2.16,9.84,20.4,42,109.68,128.88,127.92,113.04,96.72,70.32,39.36,14.64,1.68,0,0,0,0,0
2013.4.19,1,800.88,33,123.84,0,123.84,1.92,0,0,0,0,0,0,7.2,37.2,57.84,56.64,78.48,71.76,100.8,123.84,113.76,85.2,48,18.24,1.92,0,0,0,0,0
2013.4.20,1,158.64,7,40.32,0,40.32,2.4,0,0,0,0,0,0,0,3.84,6.24,6,9.6,17.04,16.56,24.24,19.44,40.32,12.96,2.4,0,0,0,0,0,0
2013.4.21,1,1159.2,48,152.88,0,152.88,1.92,0,0,0,0,0,0,8.88,55.92,97.68,129.36,148.8,152.88,151.44,142.08,119.52,86.88,47.76,16.08,1.92,0,0,0,0,0
2013.4.22,1,1140.24,48,152.4,0,152.4,1.92,0,0,0,0,0,0,7.92,54.24,97.44,127.92,145.68,152.4,145.92,137.28,118.8,85.2,47.28,18.24,1.92,0,0,0,0,0
2013.4.23,1,93.36,4,21.36,0,21.36,0.24,0,0,0,0,0,0,1.68,2.64,5.52,3.84,8.88,21.36,16.8,16.8,9.6,6,0.24,0,0,0,0,0,0,0
2013.4.24,1,942.48,39,147.84,0,147.84,1.68,0,0,0,0,0,0,0,6,21.12,82.08,123.12,147.84,147.6,139.2,118.32,89.52,49.92,16.08,1.68,0,0,0,0,0
2013.4.25,1,1080.48,45,147.36,0,147.36,1.2,0,0,0,0,0,0,8.88,55.92,97.68,124.56,140.4,145.92,147.36,134.88,109.44,75.36,35.76,3.12,1.2,0,0,0,0,0
2013.4.26,1,939.12,39,142.8,0,142.8,1.44,0,0,0,0,0,0,9.6,52.8,94.56,123.36,142.8,140.4,129.12,90.96,49.68,50.64,37.68,16.08,1.44,0,0,0,0,0
2013.4.27,1,849.84,35,138,0,138,0.24,0,0,0,0,0,0.24,10.08,52.8,92.88,111.6,109.92,120.24,138,127.2,52.8,18.48,9.12,6.24,0.24,0,0,0,0,0
2013.4.28,1,986.4,41,130.8,0,130.8,0.24,0,0,0,0,0,0.24,10.8,48,81.84,108,120.48,130.56,130.8,124.08,100.8,71.28,42,15.84,1.68,0,0,0,0,0
2013.4.29,1,197.28,8,53.04,0,53.04,0.48,0,0,0,0,0,0,0.48,5.76,24.48,53.04,42.72,26.16,29.04,4.56,3.12,6,1.92,0,0,0,0,0,0,0
2013.4.30,1,684.48,29,99.36,0,99.36,0.24,0,0,0,0,0,0.24,8.88,18.48,22.56,37.92,76.32,89.76,97.92,99.36,87.84,82.32,45.6,11.76,5.52,0,0,0,0,0
2013.5.1,1,584.16,24,84.24,0,84.24,1.44,0,0,0,0,0,0,11.52,53.76,57.36,58.32,18.24,43.68,72,84.24,62.64,63.36,45.6,12,1.44,0,0,0,0,0
2013.5.2,1,942.24,39,149.52,0,149.52,3.12,0,0,0,0,0,0,3.12,31.68,48,101.52,115.68,141.12,149.52,132.72,104.64,59.28,35.04,16.08,3.84,0,0,0,0,0
2013.5.3,1,1025.76,43,141.84,0,141.84,0.24,0,0,0,0,0,0.24,13.44,48.48,86.4,114.72,124.08,141.84,140.16,128.88,100.56,70.56,37.2,16.08,3.12,0,0,0,0,0
2013.5.4,1,1090.08,45,145.44,0,145.44,2.16,0,0,0,0,0,0,10.56,50.4,91.68,118.8,135.84,144.96,145.44,134.88,112.56,81.6,46.08,15.12,2.16,0,0,0,0,0
2013.5.5,1,1084.8,45,145.44,0,145.44,0.24,0,0,0,0,0,0.24,13.68,51.84,90.72,118.08,136.08,145.44,140.88,130.32,113.04,82.32,45.6,14.64,1.92,0,0,0,0,0
2013.5.6,1,1059.6,44,138.48,0,138.48,0.24,0,0,0,0,0,0.24,14.16,52.08,90,120.24,136.32,138.48,136.8,126.24,107.04,78,42.72,15.12,2.16,0,0,0,0,0
2013.5.7,1,1027.68,43,139.68,0,139.68,0.24,0,0,0,0,0,0.24,12.96,40.32,75.36,108.96,128.4,139.68,138.48,128.88,109.44,81.36,45.6,15.84,2.16,0,0,0,0,0
2013.5.8,1,1078.32,45,144.24,0,144.24,0.48,0,0,0,0,0,0.48,15.36,53.76,90.24,116.4,135.6,144.24,142.56,130.56,109.44,72.48,49.44,15.36,2.4,0,0,0,0,0
2013.5.9,1,671.04,28,95.28,0,95.28,0.72,0,0,0,0,0,0.72,18,43.92,59.76,82.8,88.8,95.28,77.28,83.04,54.72,38.64,18.72,8.4,0.96,0,0,0,0,0
2013.5.10,1,515.04,21,108.96,0,108.96,0.24,0,0,0,0,0,0,0.24,0.48,4.56,13.92,30,70.32,108.96,105.84,100.8,47.04,21.6,9.84,1.44,0,0,0,0,0
2013.5.11,1,1085.04,45,145.68,0,145.68,1.92,0,0,0,0,0,0,12.96,42.48,93.6,120.48,137.76,145.68,141.6,132.72,111.6,82.08,47.76,14.4,1.92,0,0,0,0,0
2013.5.12,1,1047.12,44,135.84,0,135.84,0.48,0,0,0,0,0,0.48,16.08,53.04,87.12,112.8,131.76,135.84,135.84,125.52,107.52,78.24,43.92,16.08,2.88,0,0,0,0,0
2013.5.13,1,1065.12,44,139.2,0,139.2,0.48,0,0,0,0,0,0.48,15.84,50.4,86.64,114.96,132.24,139.2,138.96,129.36,109.92,82.32,47.04,15.36,2.4,0,0,0,0,0
2013.5.14,1,1054.56,44,139.68,0,139.68,0.72,0,0,0,0,0,0.72,16.8,54.48,90.24,113.76,124.8,131.04,139.68,128.16,107.28,82.56,48,14.64,2.4,0,0,0,0,0
2013.5.15,1,908.4,38,120.24,0,120.24,1.2,0,0,0,0,0,1.2,19.44,45.84,77.04,109.92,120.24,117.84,101.04,114.24,86.88,57.12,38.16,14.88,4.56,0,0,0,0,0
2013.5.16,1,624,26,114,0,114,0.24,0,0,0,0,0,0.24,13.2,46.8,48,114,84.72,56.16,65.28,51.6,47.52,50.16,30,13.2,3.12,0,0,0,0,0
2013.5.17,1,1061.52,44,149.04,0,149.04,0.72,0,0,0,0,0,0.72,10.56,45.6,80.88,128.4,137.52,149.04,142.32,138.24,92.88,66,41.76,20.16,7.44,0,0,0,0,0
2013.5.18,1,777.6,32,112.08,0,112.08,0.72,0,0,0,0,0,0.72,20.4,54,86.4,112.08,88.56,111.84,72.96,98.64,55.44,32.64,24.48,15.6,3.84,0,0,0,0,0
2013.5.19,1,253.44,11,66.96,0,66.96,0.24,0,0,0,0,0,0,0.24,0.72,1.2,3.84,22.32,44.16,66.96,34.08,14.16,34.08,22.08,8.88,0.72,0,0,0,0,0
2013.5.20,1,674.16,28,112.08,0,112.08,1.44,0,0,0,0,0,0,1.44,10.08,30.72,39.84,48.96,112.08,96,105.6,93.12,73.44,40.8,17.52,4.56,0,0,0,0,0
